product_id,category_L1,category_L2,category_L3,price,price_tier
P014070,의류,상의,니트,5000,low
P014071,전자제품,PC,키보드,17000,low
P014072,전자제품,모바일,웨어러블,24000,low
P014073,전자제품,모바일,태블릿,29000,low
P014074,의류,하의,슬랙스,78000,medium
P014075,전자제품,PC,노트북,43000,medium
P014076,의류,하의,청바지,7000,low
P014077,전자제품,모바일,웨어러블,20000,low
P014078,전자제품,모바일,태블릿,61000,medium
P014079,의류,하의,슬랙스,112000,high
P014080,전자제품,모바일,태블릿,106000,high
P014081,의류,상의,셔츠,55000,medium
P014082,의류,하의,청바지,42000,medium
P014083,의류,상의,티셔츠,118000,high
P014084,의류,상의,셔츠,23000,low
P014085,의류,하의,스커트,41000,medium
P014086,의류,상의,니트,81000,high
P014087,전자제품,모바일,스마트폰,23000,low
P014088,의류,상의,니트,136000,high
P014089,전자제품,모바일,스마트폰,21000,low
P014090,의류,상의,니트,122000,high
P014091,전자제품,PC,키보드,71000,medium
P014092,전자제품,PC,키보드,70000,medium
P014093,의류,하의,청바지,9000,low
P014094,의류,상의,티셔츠,33000,medium
P014095,의류,하의,청바지,29000,low
P014096,의류,상의,셔츠,346000,high
P014097,의류,상의,니트,89000,high
P014098,전자제품,PC,키보드,7000,low
P014099,전자제품,모바일,스마트폰,43000,medium
P014100,전자제품,PC,키보드,79000,medium
P014101,전자제품,PC,키보드,76000,medium
P014102,의류,하의,스커트,188000,high
P014103,의류,하의,슬랙스,70000,medium
P014104,의류,상의,티셔츠,27000,low
P014105,전자제품,PC,모니터,115000,high
P014106,전자제품,모바일,웨어러블,39000,medium
P014107,의류,하의,슬랙스,127000,high
P014108,의류,상의,니트,40000,medium
P014109,전자제품,모바일,태블릿,25000,low
P014110,의류,상의,셔츠,67000,medium
P014111,의류,상의,니트,56000,medium
P014112,의류,상의,니트,136000,high
P014113,전자제품,모바일,웨어러블,56000,medium
P014114,의류,하의,청바지,37000,medium
P014115,전자제품,모바일,웨어러블,124000,high
P014116,의류,하의,스커트,24000,low
P014117,의류,상의,티셔츠,136000,high
P014118,의류,상의,셔츠,177000,high
P014119,전자제품,모바일,웨어러블,140000,high
P014120,전자제품,PC,모니터,10000,low
P014121,의류,하의,청바지,56000,medium
P014122,전자제품,PC,키보드,283000,high
P014123,전자제품,모바일,웨어러블,84000,high
P014124,의류,상의,셔츠,106000,high
P014125,전자제품,모바일,태블릿,33000,medium
P014126,의류,하의,청바지,116000,high
P014127,의류,하의,슬랙스,34000,medium
P014128,전자제품,PC,키보드,176000,high
P014129,의류,하의,청바지,30000,medium
P014130,전자제품,모바일,스마트폰,50000,medium
P014131,전자제품,PC,노트북,28000,low
P014132,전자제품,모바일,태블릿,58000,medium
P014133,전자제품,PC,키보드,58000,medium
P014134,전자제품,모바일,스마트폰,20000,low
P014135,전자제품,PC,노트북,30000,medium
P014136,전자제품,모바일,스마트폰,10000,low
P014137,의류,하의,청바지,101000,high
P014138,전자제품,PC,모니터,87000,high
P014139,전자제품,PC,모니터,25000,low
P014140,의류,하의,스커트,46000,medium
P014141,의류,하의,슬랙스,29000,low
P014142,의류,상의,니트,24000,low
P014143,의류,하의,슬랙스,20000,low
P014144,전자제품,모바일,태블릿,21000,low
P014145,전자제품,PC,키보드,35000,medium
P014146,전자제품,모바일,웨어러블,98000,high
P014147,의류,상의,셔츠,19000,low
P014148,의류,하의,스커트,113000,high
P014149,의류,상의,티셔츠,41000,medium
P014150,의류,하의,스커트,103000,high
P014151,전자제품,모바일,웨어러블,5000,low
P014152,의류,하의,청바지,53000,medium
P014153,의류,하의,스커트,138000,high
P014154,의류,상의,티셔츠,40000,medium
P014155,의류,하의,스커트,42000,medium
P014156,전자제품,PC,노트북,25000,low
P014157,의류,하의,스커트,19000,low
P014158,전자제품,PC,키보드,51000,medium
P014159,의류,상의,티셔츠,10000,low
P014160,의류,하의,스커트,17000,low
P014161,의류,하의,청바지,43000,medium
P014162,전자제품,모바일,태블릿,149000,high
P014163,의류,하의,스커트,106000,high
P014164,전자제품,모바일,웨어러블,39000,medium
P014165,의류,하의,슬랙스,54000,medium
P014166,전자제품,모바일,웨어러블,33000,medium
P014167,전자제품,모바일,스마트폰,15000,low
P014168,의류,상의,니트,24000,low
P014169,전자제품,모바일,스마트폰,71000,medium
P014170,의류,하의,슬랙스,16000,low
P014171,의류,하의,슬랙스,18000,low
P014172,의류,상의,티셔츠,16000,low
P014173,전자제품,PC,노트북,76000,medium
P014174,의류,하의,스커트,141000,high
P014175,전자제품,PC,키보드,26000,low
P014176,전자제품,PC,모니터,44000,medium
P014177,전자제품,모바일,웨어러블,172000,high
P014178,의류,하의,슬랙스,31000,medium
P014179,전자제품,PC,키보드,43000,medium
P014180,전자제품,모바일,스마트폰,140000,high
P014181,의류,상의,니트,44000,medium
P014182,의류,하의,스커트,27000,low
P014183,의류,상의,니트,94000,high
P014184,의류,하의,슬랙스,18000,low
P014185,전자제품,PC,키보드,12000,low
P014186,의류,하의,슬랙스,6000,low
P014187,전자제품,모바일,태블릿,81000,high
P014188,의류,하의,슬랙스,60000,medium
P014189,의류,하의,청바지,158000,high
P014190,의류,상의,니트,37000,medium
P014191,의류,상의,셔츠,117000,high
P014192,의류,하의,스커트,64000,medium
P014193,의류,상의,니트,49000,medium
P014194,의류,상의,니트,31000,medium
P014195,전자제품,모바일,웨어러블,18000,low
P014196,의류,하의,슬랙스,31000,medium
P014197,전자제품,모바일,웨어러블,42000,medium
P014198,의류,하의,청바지,115000,high
P014199,전자제품,PC,키보드,131000,high
P014200,전자제품,PC,키보드,53000,medium
P014201,전자제품,PC,모니터,41000,medium
P014202,의류,하의,스커트,5000,low
P014203,전자제품,PC,모니터,160000,high
P014204,의류,상의,니트,81000,high
P014205,의류,상의,티셔츠,74000,medium
P014206,전자제품,PC,키보드,40000,medium
P014207,의류,하의,스커트,70000,medium
P014208,의류,하의,청바지,108000,high
P014209,전자제품,모바일,스마트폰,47000,medium
P014210,전자제품,PC,노트북,255000,high
P014211,의류,하의,슬랙스,25000,low
P014212,의류,하의,슬랙스,76000,medium
P014213,전자제품,모바일,웨어러블,7000,low
P014214,전자제품,PC,키보드,30000,medium
P014215,전자제품,PC,노트북,68000,medium
P014216,의류,하의,청바지,16000,low
P014217,의류,하의,슬랙스,54000,medium
P014218,의류,상의,티셔츠,64000,medium
P014219,의류,상의,니트,184000,high
P014220,전자제품,PC,노트북,71000,medium
P014221,전자제품,PC,노트북,46000,medium
P014222,전자제품,모바일,웨어러블,102000,high
P014223,의류,상의,니트,36000,medium
P014224,의류,하의,스커트,21000,low
P014225,의류,하의,슬랙스,170000,high
P014226,전자제품,모바일,웨어러블,34000,medium
P014227,의류,하의,슬랙스,9000,low
P014228,전자제품,모바일,스마트폰,71000,medium
P014229,의류,상의,티셔츠,257000,high
P014230,의류,하의,스커트,67000,medium
P014231,전자제품,PC,키보드,243000,high
P014232,의류,상의,니트,81000,high
P014233,전자제품,PC,노트북,15000,low
P014234,의류,하의,스커트,10000,low
P014235,의류,하의,스커트,11000,low
P014236,의류,상의,니트,19000,low
P014237,전자제품,PC,모니터,5000,low
P014238,의류,하의,청바지,11000,low
P014239,전자제품,모바일,웨어러블,15000,low
P014240,의류,상의,니트,118000,high
P014241,전자제품,모바일,태블릿,48000,medium
P014242,전자제품,모바일,웨어러블,76000,medium
P014243,의류,상의,니트,11000,low
P014244,전자제품,모바일,웨어러블,84000,high
P014245,의류,하의,청바지,154000,high
P014246,의류,하의,스커트,40000,medium
P014247,의류,상의,셔츠,37000,medium
P014248,의류,상의,니트,17000,low
P014249,전자제품,모바일,태블릿,28000,low
P014250,전자제품,PC,키보드,24000,low
P014251,의류,하의,스커트,167000,high
P014252,전자제품,모바일,스마트폰,96000,high
P014253,전자제품,PC,모니터,24000,low
P014254,전자제품,모바일,스마트폰,40000,medium
P014255,전자제품,모바일,태블릿,66000,medium
P014256,의류,하의,슬랙스,23000,low
P014257,의류,하의,청바지,36000,medium
P014258,의류,상의,니트,8000,low
P014259,전자제품,PC,키보드,127000,high
P014260,전자제품,모바일,스마트폰,263000,high
P014261,전자제품,모바일,태블릿,29000,low
P014262,의류,하의,스커트,63000,medium
P014263,전자제품,PC,노트북,23000,low
P014264,의류,하의,스커트,109000,high
P014265,의류,상의,니트,15000,low
P014266,전자제품,모바일,태블릿,27000,low
P014267,의류,하의,스커트,18000,low
P014268,전자제품,PC,모니터,47000,medium
P014269,전자제품,PC,모니터,35000,medium
P014270,전자제품,PC,모니터,45000,medium
P014271,의류,하의,슬랙스,18000,low
P014272,의류,상의,셔츠,76000,medium
P014273,의류,상의,니트,18000,low
P014274,전자제품,모바일,웨어러블,57000,medium
P014275,의류,상의,니트,35000,medium
P014276,의류,하의,스커트,35000,medium
P014277,의류,하의,청바지,33000,medium
P014278,의류,상의,니트,16000,low
P014279,의류,상의,셔츠,38000,medium
P014280,의류,하의,청바지,24000,low
P014281,의류,하의,슬랙스,78000,medium
P014282,전자제품,PC,모니터,316000,high
P014283,전자제품,모바일,태블릿,29000,low
P014284,의류,하의,청바지,32000,medium
P014285,의류,하의,청바지,25000,low
P014286,전자제품,모바일,웨어러블,87000,high
P014287,의류,하의,슬랙스,12000,low
P014288,의류,상의,니트,8000,low
P014289,의류,하의,스커트,29000,low
P014290,전자제품,PC,키보드,71000,medium
P014291,전자제품,PC,키보드,15000,low
P014292,의류,상의,니트,76000,medium
P014293,전자제품,모바일,스마트폰,22000,low
P014294,의류,상의,셔츠,6000,low
P014295,전자제품,모바일,웨어러블,29000,low
P014296,전자제품,모바일,태블릿,15000,low
P014297,의류,상의,니트,50000,medium
P014298,의류,하의,스커트,79000,medium
P014299,의류,하의,청바지,12000,low
P014300,의류,상의,니트,199000,high
P014301,전자제품,PC,키보드,23000,low
P014302,전자제품,PC,노트북,48000,medium
P014303,전자제품,PC,키보드,18000,low
P014304,전자제품,모바일,스마트폰,23000,low
P014305,의류,상의,니트,63000,medium
P014306,전자제품,모바일,웨어러블,30000,medium
P014307,전자제품,PC,키보드,96000,high
P014308,의류,상의,니트,8000,low
P014309,전자제품,모바일,스마트폰,22000,low
P014310,의류,상의,니트,15000,low
P014311,전자제품,PC,키보드,94000,high
P014312,전자제품,모바일,스마트폰,22000,low
P014313,전자제품,모바일,웨어러블,30000,medium
P014314,전자제품,PC,노트북,15000,low
P014315,의류,상의,셔츠,152000,high
P014316,전자제품,PC,노트북,48000,medium
P014317,전자제품,모바일,웨어러블,17000,low
P014318,전자제품,모바일,스마트폰,88000,high
P014319,의류,상의,티셔츠,56000,medium
P014320,전자제품,PC,모니터,46000,medium
P014321,전자제품,PC,모니터,22000,low
P014322,의류,상의,티셔츠,51000,medium
P014323,전자제품,모바일,웨어러블,9000,low
P014324,전자제품,PC,모니터,35000,medium
P014325,전자제품,모바일,태블릿,100000,high
P014326,의류,상의,니트,29000,low
P014327,의류,하의,청바지,69000,medium
P014328,전자제품,모바일,태블릿,15000,low
P014329,전자제품,모바일,스마트폰,69000,medium
P014330,전자제품,PC,노트북,51000,medium
P014331,의류,상의,티셔츠,53000,medium
P014332,전자제품,모바일,스마트폰,21000,low
P014333,의류,상의,니트,106000,high
P014334,전자제품,PC,키보드,19000,low
P014335,의류,하의,슬랙스,25000,low
P014336,전자제품,PC,키보드,28000,low
P014337,의류,하의,슬랙스,28000,low
P014338,전자제품,PC,노트북,45000,medium
P014339,전자제품,PC,노트북,60000,medium
P014340,의류,상의,셔츠,231000,high
P014341,전자제품,모바일,웨어러블,29000,low
P014342,의류,하의,청바지,116000,high
P014343,의류,하의,스커트,226000,high
P014344,전자제품,모바일,스마트폰,61000,medium
P014345,의류,상의,니트,11000,low
P014346,의류,하의,슬랙스,16000,low
P014347,전자제품,PC,키보드,12000,low
P014348,의류,상의,니트,9000,low
P014349,전자제품,PC,모니터,14000,low
P014350,전자제품,PC,모니터,13000,low
P014351,전자제품,PC,키보드,25000,low
P014352,의류,하의,스커트,15000,low
P014353,의류,하의,스커트,44000,medium
P014354,전자제품,PC,키보드,6000,low
P014355,의류,하의,스커트,67000,medium
P014356,의류,하의,스커트,6000,low
P014357,전자제품,모바일,웨어러블,94000,high
P014358,의류,상의,셔츠,33000,medium
P014359,전자제품,PC,노트북,67000,medium
P014360,의류,상의,티셔츠,10000,low
P014361,전자제품,PC,모니터,18000,low
P014362,전자제품,모바일,스마트폰,28000,low
P014363,전자제품,모바일,스마트폰,9000,low
P014364,의류,상의,셔츠,23000,low
P014365,전자제품,모바일,태블릿,37000,medium
P014366,전자제품,모바일,스마트폰,21000,low
P014367,의류,하의,스커트,8000,low
P014368,의류,상의,티셔츠,7000,low
P014369,의류,하의,스커트,6000,low
P014370,의류,하의,슬랙스,55000,medium
P014371,의류,상의,니트,45000,medium
P014372,전자제품,모바일,스마트폰,64000,medium
P014373,전자제품,PC,키보드,26000,low
P014374,전자제품,PC,모니터,82000,high
P014375,전자제품,PC,모니터,33000,medium
P014376,의류,하의,스커트,40000,medium
P014377,의류,하의,청바지,32000,medium
P014378,전자제품,PC,노트북,15000,low
P014379,의류,하의,스커트,81000,high
P014380,의류,하의,스커트,53000,medium
P014381,전자제품,PC,키보드,154000,high
P014382,전자제품,PC,모니터,16000,low
P014383,의류,하의,스커트,34000,medium
P014384,의류,하의,슬랙스,17000,low
P014385,전자제품,PC,노트북,41000,medium
P014386,전자제품,PC,키보드,17000,low
P014387,의류,상의,셔츠,41000,medium
P014388,의류,상의,셔츠,22000,low
P014389,전자제품,PC,노트북,131000,high
P014390,전자제품,모바일,웨어러블,90000,high
P014391,의류,하의,스커트,34000,medium
P014392,전자제품,모바일,태블릿,51000,medium
P014393,의류,하의,청바지,124000,high
P014394,의류,하의,청바지,26000,low
P014395,전자제품,모바일,웨어러블,12000,low
P014396,의류,상의,티셔츠,27000,low
P014397,전자제품,PC,키보드,52000,medium
P014398,전자제품,PC,모니터,26000,low
P014399,전자제품,PC,키보드,16000,low
P014400,전자제품,모바일,스마트폰,15000,low
P014401,의류,상의,니트,10000,low
P014402,전자제품,모바일,웨어러블,32000,medium
P014403,전자제품,모바일,웨어러블,109000,high
P014404,의류,하의,슬랙스,55000,medium
P014405,의류,상의,셔츠,58000,medium
P014406,전자제품,PC,키보드,7000,low
P014407,전자제품,모바일,태블릿,123000,high
P014408,전자제품,모바일,스마트폰,52000,medium
P014409,전자제품,모바일,태블릿,43000,medium
P014410,의류,상의,티셔츠,66000,medium
P014411,의류,하의,청바지,5000,low
P014412,의류,상의,니트,17000,low
P014413,전자제품,모바일,웨어러블,85000,high
P014414,전자제품,모바일,태블릿,19000,low
P014415,의류,하의,청바지,16000,low
P014416,의류,상의,티셔츠,29000,low
P014417,의류,상의,셔츠,68000,medium
P014418,의류,하의,스커트,31000,medium
P014419,전자제품,PC,키보드,33000,medium
P014420,전자제품,PC,키보드,11000,low
P014421,의류,하의,청바지,30000,medium
P014422,전자제품,모바일,태블릿,162000,high
P014423,의류,상의,티셔츠,24000,low
P014424,의류,하의,슬랙스,32000,medium
P014425,전자제품,PC,노트북,19000,low
P014426,전자제품,PC,키보드,9000,low
P014427,의류,상의,니트,38000,medium
P014428,전자제품,모바일,웨어러블,16000,low
P014429,의류,상의,셔츠,27000,low
P014430,의류,하의,스커트,296000,high
P014431,의류,상의,셔츠,28000,low
P014432,의류,상의,티셔츠,63000,medium
P014433,전자제품,PC,모니터,40000,medium
P014434,의류,상의,셔츠,20000,low
P014435,전자제품,PC,키보드,61000,medium
P014436,의류,상의,니트,40000,medium
P014437,의류,하의,슬랙스,20000,low
P014438,의류,상의,셔츠,152000,high
P014439,의류,하의,슬랙스,99000,high
P014440,의류,상의,니트,64000,medium
P014441,전자제품,PC,모니터,86000,high
P014442,의류,상의,티셔츠,74000,medium
P014443,전자제품,모바일,스마트폰,108000,high
P014444,전자제품,모바일,스마트폰,9000,low
P014445,전자제품,PC,노트북,38000,medium
P014446,의류,하의,스커트,25000,low
P014447,의류,상의,티셔츠,5000,low
P014448,의류,하의,슬랙스,176000,high
P014449,전자제품,PC,노트북,30000,medium
P014450,의류,하의,슬랙스,8000,low
P014451,의류,상의,니트,48000,medium
P014452,전자제품,PC,노트북,14000,low
P014453,전자제품,모바일,웨어러블,13000,low
P014454,의류,하의,스커트,8000,low
P014455,전자제품,모바일,웨어러블,12000,low
P014456,의류,하의,청바지,110000,high
P014457,의류,상의,티셔츠,117000,high
P014458,전자제품,모바일,태블릿,10000,low
P014459,의류,상의,니트,32000,medium
P014460,전자제품,모바일,스마트폰,68000,medium
P014461,의류,상의,니트,115000,high
P014462,의류,하의,청바지,57000,medium
P014463,전자제품,PC,모니터,28000,low
P014464,전자제품,모바일,웨어러블,52000,medium
P014465,전자제품,PC,키보드,20000,low
P014466,전자제품,PC,키보드,46000,medium
P014467,전자제품,모바일,태블릿,26000,low
P014468,전자제품,모바일,스마트폰,28000,low
P014469,의류,하의,스커트,45000,medium
P014470,전자제품,PC,모니터,45000,medium
P014471,의류,하의,스커트,35000,medium
P014472,의류,상의,니트,119000,high
P014473,전자제품,모바일,스마트폰,36000,medium
P014474,의류,하의,청바지,20000,low
P014475,전자제품,모바일,웨어러블,26000,low
P014476,의류,하의,스커트,45000,medium
P014477,의류,상의,니트,91000,high
P014478,전자제품,모바일,웨어러블,23000,low
P014479,의류,하의,스커트,81000,high
P014480,전자제품,PC,모니터,50000,medium
P014481,전자제품,PC,모니터,20000,low
P014482,의류,하의,슬랙스,33000,medium
P014483,의류,하의,스커트,43000,medium
P014484,의류,상의,셔츠,137000,high
P014485,의류,하의,스커트,42000,medium
P014486,의류,상의,니트,32000,medium
P014487,전자제품,모바일,스마트폰,20000,low
P014488,전자제품,PC,노트북,174000,high
P014489,의류,상의,셔츠,79000,medium
P014490,전자제품,모바일,웨어러블,126000,high
P014491,의류,상의,셔츠,17000,low
P014492,전자제품,PC,모니터,22000,low
P014493,의류,하의,슬랙스,67000,medium
P014494,전자제품,PC,노트북,114000,high
P014495,의류,상의,셔츠,10000,low
P014496,전자제품,모바일,스마트폰,101000,high
P014497,의류,상의,니트,14000,low
P014498,의류,하의,슬랙스,17000,low
P014499,의류,상의,티셔츠,25000,low
P014500,전자제품,PC,모니터,38000,medium
P014501,의류,상의,셔츠,141000,high
P014502,전자제품,PC,노트북,46000,medium
P014503,의류,하의,슬랙스,18000,low
P014504,의류,하의,슬랙스,157000,high
P014505,전자제품,PC,모니터,9000,low
P014506,전자제품,PC,모니터,9000,low
P014507,의류,하의,청바지,184000,high
P014508,의류,상의,티셔츠,69000,medium
P014509,전자제품,PC,키보드,41000,medium
P014510,전자제품,모바일,웨어러블,87000,high
P014511,전자제품,PC,모니터,140000,high
P014512,전자제품,PC,모니터,102000,high
P014513,의류,상의,셔츠,35000,medium
P014514,의류,상의,니트,56000,medium
P014515,전자제품,모바일,스마트폰,85000,high
P014516,전자제품,모바일,태블릿,28000,low
P014517,전자제품,모바일,웨어러블,95000,high
P014518,전자제품,PC,모니터,64000,medium
P014519,의류,하의,청바지,89000,high
P014520,전자제품,PC,노트북,47000,medium
P014521,전자제품,모바일,웨어러블,21000,low
P014522,의류,상의,셔츠,169000,high
P014523,의류,상의,셔츠,13000,low
P014524,의류,상의,셔츠,42000,medium
P014525,의류,하의,스커트,40000,medium
P014526,전자제품,모바일,태블릿,83000,high
P014527,전자제품,PC,모니터,204000,high
P014528,전자제품,모바일,태블릿,36000,medium
P014529,전자제품,PC,노트북,164000,high
P014530,의류,하의,스커트,46000,medium
P014531,전자제품,모바일,태블릿,44000,medium
P014532,의류,상의,니트,53000,medium
P014533,전자제품,PC,노트북,69000,medium
P014534,전자제품,PC,노트북,114000,high
P014535,전자제품,PC,노트북,14000,low
P014536,전자제품,PC,노트북,15000,low
P014537,전자제품,PC,키보드,79000,medium
P014538,의류,상의,니트,23000,low
P014539,전자제품,모바일,스마트폰,38000,medium
P014540,전자제품,PC,모니터,45000,medium
P014541,전자제품,모바일,웨어러블,62000,medium
P014542,의류,하의,스커트,26000,low
P014543,전자제품,PC,노트북,16000,low
P014544,전자제품,모바일,웨어러블,13000,low
P014545,의류,하의,청바지,15000,low
P014546,의류,상의,셔츠,71000,medium
P014547,의류,하의,스커트,21000,low
P014548,의류,상의,니트,156000,high
P014549,전자제품,모바일,웨어러블,41000,medium
P014550,의류,상의,니트,20000,low
P014551,전자제품,모바일,스마트폰,29000,low
P014552,전자제품,모바일,태블릿,21000,low
P014553,전자제품,PC,키보드,76000,medium
P014554,전자제품,모바일,태블릿,16000,low
P014555,전자제품,모바일,태블릿,14000,low
P014556,의류,하의,청바지,29000,low
P014557,의류,하의,청바지,20000,low
P014558,전자제품,PC,모니터,40000,medium
P014559,전자제품,PC,키보드,119000,high
P014560,전자제품,PC,모니터,10000,low
P014561,의류,상의,셔츠,6000,low
P014562,전자제품,PC,키보드,33000,medium
P014563,의류,상의,티셔츠,28000,low
P014564,의류,상의,셔츠,225000,high
P014565,전자제품,모바일,스마트폰,44000,medium
P014566,전자제품,모바일,태블릿,100000,high
P014567,의류,상의,셔츠,33000,medium
P014568,의류,상의,티셔츠,13000,low
P014569,전자제품,PC,모니터,146000,high
P014570,전자제품,모바일,태블릿,35000,medium
P014571,의류,상의,티셔츠,38000,medium
P014572,전자제품,PC,모니터,27000,low
P014573,전자제품,모바일,웨어러블,5000,low
P014574,전자제품,PC,키보드,51000,medium
P014575,전자제품,PC,모니터,34000,medium
P014576,전자제품,PC,노트북,31000,medium
P014577,의류,상의,셔츠,7000,low
P014578,의류,상의,니트,31000,medium
P014579,전자제품,PC,노트북,28000,low
P014580,전자제품,모바일,태블릿,8000,low
P014581,의류,하의,슬랙스,45000,medium
P014582,전자제품,PC,키보드,48000,medium
P014583,의류,하의,슬랙스,25000,low
P014584,전자제품,모바일,스마트폰,45000,medium
P014585,전자제품,PC,노트북,17000,low
P014586,의류,상의,티셔츠,42000,medium
P014587,의류,상의,셔츠,105000,high
P014588,전자제품,PC,키보드,60000,medium
P014589,전자제품,PC,노트북,51000,medium
P014590,전자제품,PC,노트북,89000,high
P014591,전자제품,PC,키보드,93000,high
P014592,전자제품,모바일,스마트폰,11000,low
P014593,의류,하의,스커트,58000,medium
P014594,전자제품,PC,키보드,74000,medium
P014595,전자제품,모바일,웨어러블,13000,low
P014596,전자제품,PC,노트북,10000,low
P014597,전자제품,모바일,웨어러블,115000,high
P014598,전자제품,PC,노트북,175000,high
P014599,전자제품,모바일,스마트폰,60000,medium
P014600,전자제품,PC,노트북,23000,low
P014601,의류,하의,청바지,15000,low
P014602,의류,하의,청바지,57000,medium
P014603,의류,하의,스커트,144000,high
P014604,전자제품,PC,키보드,18000,low
P014605,전자제품,PC,노트북,8000,low
P014606,의류,하의,슬랙스,55000,medium
P014607,의류,하의,스커트,139000,high
P014608,전자제품,모바일,태블릿,7000,low
P014609,의류,하의,청바지,60000,medium
P014610,의류,하의,스커트,73000,medium
P014611,전자제품,PC,모니터,14000,low
P014612,의류,하의,청바지,32000,medium
P014613,전자제품,모바일,웨어러블,13000,low
P014614,전자제품,모바일,태블릿,17000,low
P014615,의류,하의,슬랙스,68000,medium
P014616,의류,상의,니트,79000,medium
P014617,전자제품,모바일,태블릿,43000,medium
P014618,전자제품,모바일,스마트폰,70000,medium
P014619,전자제품,PC,모니터,16000,low
P014620,전자제품,PC,키보드,6000,low
P014621,의류,하의,스커트,67000,medium
P014622,의류,하의,슬랙스,64000,medium
P014623,전자제품,모바일,스마트폰,96000,high
P014624,의류,하의,슬랙스,22000,low
P014625,의류,상의,티셔츠,67000,medium
P014626,의류,하의,슬랙스,68000,medium
P014627,의류,하의,청바지,69000,medium
P014628,의류,하의,청바지,24000,low
P014629,의류,상의,셔츠,18000,low
P014630,전자제품,모바일,웨어러블,82000,high
P014631,전자제품,PC,노트북,42000,medium
P014632,전자제품,모바일,웨어러블,6000,low
P014633,전자제품,모바일,웨어러블,56000,medium
P014634,의류,상의,셔츠,12000,low
P014635,의류,하의,스커트,151000,high
P014636,전자제품,모바일,스마트폰,68000,medium
P014637,전자제품,PC,노트북,59000,medium
P014638,의류,하의,스커트,6000,low
P014639,의류,상의,니트,5000,low
P014640,전자제품,모바일,웨어러블,49000,medium
P014641,의류,하의,스커트,12000,low
P014642,전자제품,모바일,태블릿,144000,high
P014643,전자제품,PC,노트북,8000,low
P014644,전자제품,PC,모니터,27000,low
P014645,전자제품,모바일,태블릿,86000,high
P014646,전자제품,PC,노트북,79000,medium
P014647,의류,상의,니트,31000,medium
P014648,전자제품,모바일,웨어러블,202000,high
P014649,전자제품,모바일,태블릿,22000,low
P014650,의류,상의,니트,15000,low
P014651,전자제품,모바일,스마트폰,9000,low
P014652,의류,상의,셔츠,40000,medium
P014653,의류,상의,니트,11000,low
P014654,전자제품,모바일,태블릿,20000,low
P014655,전자제품,PC,노트북,86000,high
P014656,의류,하의,청바지,26000,low
P014657,의류,상의,셔츠,51000,medium
P014658,전자제품,모바일,웨어러블,15000,low
P014659,전자제품,모바일,웨어러블,15000,low
P014660,의류,상의,티셔츠,16000,low
P014661,전자제품,PC,모니터,8000,low
P014662,의류,상의,티셔츠,13000,low
P014663,의류,상의,니트,96000,high
P014664,의류,상의,니트,10000,low
P014665,전자제품,PC,모니터,120000,high
P014666,의류,하의,슬랙스,7000,low
P014667,전자제품,PC,모니터,20000,low
P014668,의류,하의,스커트,6000,low
P014669,의류,하의,청바지,121000,high
P014670,의류,하의,슬랙스,9000,low
P014671,의류,상의,셔츠,33000,medium
P014672,전자제품,모바일,웨어러블,65000,medium
P014673,전자제품,모바일,태블릿,22000,low
P014674,전자제품,PC,노트북,93000,high
P014675,전자제품,PC,키보드,13000,low
P014676,의류,상의,니트,71000,medium
P014677,의류,상의,티셔츠,6000,low
P014678,의류,하의,청바지,49000,medium
P014679,전자제품,PC,키보드,5000,low
P014680,전자제품,PC,노트북,7000,low
P014681,의류,하의,스커트,54000,medium
P014682,전자제품,모바일,스마트폰,146000,high
P014683,전자제품,PC,노트북,29000,low
P014684,의류,하의,스커트,87000,high
P014685,전자제품,모바일,태블릿,9000,low
P014686,의류,하의,슬랙스,63000,medium
P014687,의류,하의,슬랙스,34000,medium
P014688,전자제품,PC,노트북,97000,high
P014689,전자제품,모바일,스마트폰,103000,high
P014690,전자제품,PC,노트북,7000,low
P014691,의류,하의,슬랙스,57000,medium
P014692,의류,하의,스커트,30000,medium
P014693,의류,상의,셔츠,83000,high
P014694,의류,상의,니트,274000,high
P014695,의류,상의,셔츠,103000,high
P014696,의류,상의,티셔츠,62000,medium
P014697,의류,하의,스커트,19000,low
P014698,전자제품,PC,키보드,97000,high
P014699,전자제품,모바일,스마트폰,5000,low
P014700,전자제품,모바일,태블릿,15000,low
P014701,전자제품,모바일,웨어러블,8000,low
P014702,의류,하의,스커트,17000,low
P014703,의류,상의,니트,26000,low
P014704,전자제품,PC,키보드,63000,medium
P014705,전자제품,모바일,웨어러블,116000,high
P014706,전자제품,모바일,스마트폰,63000,medium
P014707,전자제품,PC,모니터,161000,high
P014708,전자제품,모바일,태블릿,38000,medium
P014709,의류,하의,청바지,12000,low
P014710,전자제품,PC,키보드,27000,low
P014711,전자제품,PC,키보드,199000,high
P014712,의류,상의,셔츠,18000,low
P014713,전자제품,PC,키보드,162000,high
P014714,의류,상의,니트,38000,medium
P014715,의류,상의,셔츠,74000,medium
P014716,의류,하의,청바지,54000,medium
P014717,전자제품,모바일,태블릿,26000,low
P014718,전자제품,모바일,웨어러블,156000,high
P014719,의류,상의,셔츠,22000,low
P014720,전자제품,PC,모니터,7000,low
P014721,전자제품,PC,키보드,15000,low
P014722,의류,하의,청바지,36000,medium
P014723,전자제품,모바일,스마트폰,29000,low
P014724,전자제품,PC,노트북,59000,medium
P014725,전자제품,PC,키보드,19000,low
